RowId,YearStart,YearEnd,LocationAbbr,state,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2019~2022~02~Q31~TCC02~AGE~RACE,2019,2022,AK,Alaska,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-147.722059 64.84507996),C06,TCC02,Q31,2,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2019~2022~39~Q41~TCC03~AGE~GENDER,2019,2022,OH,Ohio,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,25.8,25.8,,,19.3,33.5,Age Group,65 years or older,Gender,Female,POINT (-82.40426006 40.06021014),C06,TCC03,Q41,39,AGE,65PLUS,GENDER,FEMALE
BRFSS~2019~2022~24~Q41~TCC03~AGE~RACE,2019,2022,MD,Maryland,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-76.60926011 39.29058096),C06,TCC03,Q41,24,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2019~2022~28~Q31~TCC02~AGE~RACE,2019,2022,MS,Mississippi,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-89.53803082 32.7455101),C06,TCC02,Q31,28,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2019~2022~33~Q31~TCC02~AGE~OVERALL,2019,2022,NH,New Hampshire,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,33.5,33.5,,,23.0,46.0,Age Group,50-64 years,,,POINT (-71.50036092 43.65595011),C06,TCC02,Q31,33,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~9003~Q41~TCC03~AGE~GENDER,2022,2022,SOU,South,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,31.3,31.3,&,Regional estimates may not represent all states in the region,23.2,40.8,Age Group,Overall,Gender,Male,,C06,TCC03,Q41,9003,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2019~2022~27~Q41~TCC03~AGE~RACE,2019,2022,MN,Minnesota,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-94.7942005 46.35564874),C06,TCC03,Q41,27,AGE,5064,RACE,NAA
BRFSS~2019~2022~36~Q30~TCC01~AGE~RACE,2019,2022,NY,New York,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,16.2,16.2,,,9.3,26.6,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-75.54397043 42.82700103),C06,TCC01,Q30,36,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2019~2022~37~Q30~TCC01~AGE~RACE,2019,2022,NC,North Carolina,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,6.9,6.9,,,4.0,11.6,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-79.15925046 35.46622098),C06,TCC01,Q30,37,AGE,5064,RACE,BLK
BRFSS~2019~2022~36~Q30~TCC01~AGE~RACE,2019,2022,NY,New York,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,9.4,9.4,,,8.2,10.7,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-75.54397043 42.82700103),C06,TCC01,Q30,36,AGE,65PLUS,RACE,WHT
BRFSS~2019~2022~01~Q31~TCC02~AGE~RACE,2019,2022,AL,Alabama,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,52.3,52.3,,,41.1,63.2,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-86.63186076 32.84057112),C06,TCC02,Q31,1,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2019~2022~46~Q41~TCC03~AGE~RACE,2019,2022,SD,South Dakota,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-100.3735306 44.35313005),C06,TCC03,Q41,46,AGE,5064,RACE,HIS
BRFSS~2019~2022~32~Q31~TCC02~AGE~GENDER,2019,2022,NV,Nevada,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,20.4,20.4,,,12.4,31.5,Age Group,65 years or older,Gender,Male,POINT (-117.0718406 39.49324039),C06,TCC02,Q31,32,AGE,65PLUS,GENDER,MALE
BRFSS~2019~2022~47~Q30~TCC01~AGE~OVERALL,2019,2022,TN,Tennessee,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,14.4,14.4,,,12.7,16.3,Age Group,65 years or older,,,POINT (-85.77449091 35.68094058),C06,TCC01,Q30,47,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2019~2022~15~Q41~TCC03~AGE~GENDER,2019,2022,HI,Hawaii,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,26.5,26.5,,,16.1,40.4,Age Group,65 years or older,Gender,Male,POINT (-157.8577494 21.30485044),C06,TCC03,Q41,15,AGE,65PLUS,GENDER,MALE
BRFSS~2019~2022~08~Q31~TCC02~AGE~RACE,2019,2022,CO,Colorado,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,12.5,12.5,,,8.5,18.1,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-106.1336109 38.84384076),C06,TCC02,Q31,8,AGE,65PLUS,RACE,WHT
BRFSS~2019~2022~28~Q41~TCC03~AGE~OVERALL,2019,2022,MS,Mississippi,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,51.6,51.6,,,44.0,59.2,Age Group,50-64 years,,,POINT (-89.53803082 32.7455101),C06,TCC03,Q41,28,AGE,5064,OVERALL,OVERALL
BRFSS~2019~2022~47~Q30~TCC01~AGE~RACE,2019,2022,TN,Tennessee,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-85.77449091 35.68094058),C06,TCC01,Q30,47,AGE,65PLUS,RACE,HIS
BRFSS~2019~2022~28~Q41~TCC03~AGE~GENDER,2019,2022,MS,Mississippi,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,50.6,50.6,,,39.5,61.6,Age Group,50-64 years,Gender,Male,POINT (-89.53803082 32.7455101),C06,TCC03,Q41,28,AGE,5064,GENDER,MALE
BRFSS~2019~2022~20~Q30~TCC01~AGE~RACE,2019,2022,KS,Kansas,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-98.20078123 38.3477403),C06,TCC01,Q30,20,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2019~2022~54~Q30~TCC01~AGE~GENDER,2019,2022,WV,West Virginia,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,16.4,16.4,,,13.5,19.7,Age Group,50-64 years,Gender,Female,POINT (-80.71264013 38.6655102),C06,TCC01,Q30,54,AGE,5064,GENDER,FEMALE
BRFSS~2019~2022~36~Q30~TCC01~AGE~RACE,2019,2022,NY,New York,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-75.54397043 42.82700103),C06,TCC01,Q30,36,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2019~2022~05~Q30~TCC01~AGE~GENDER,2019,2022,AR,Arkansas,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,11.3,11.3,,,9.2,13.8,Age Group,Overall,Gender,Male,POINT (-92.27449074 34.74865012),C06,TCC01,Q30,5,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2019~2022~20~Q30~TCC01~AGE~RACE,2019,2022,KS,Kansas,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-98.20078123 38.3477403),C06,TCC01,Q30,20,AGE,5064,RACE,ASN
BRFSS~2019~2022~15~Q41~TCC03~AGE~RACE,2019,2022,HI,Hawaii,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-157.8577494 21.30485044),C06,TCC03,Q41,15,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2019~2022~35~Q30~TCC01~AGE~RACE,2019,2022,NM,New Mexico,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,16.2,16.2,,,9.5,26.3,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-106.240581 34.52088095),C06,TCC01,Q30,35,AGE,5064,RACE,NAA
BRFSS~2019~2022~20~Q31~TCC02~AGE~GENDER,2019,2022,KS,Kansas,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,28.9,28.9,,,19.7,40.4,Age Group,65 years or older,Gender,Female,POINT (-98.20078123 38.3477403),C06,TCC02,Q31,20,AGE,65PLUS,GENDER,FEMALE
BRFSS~2019~2022~22~Q30~TCC01~AGE~OVERALL,2019,2022,LA,Louisiana,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,15.3,15.3,,,12.9,18.0,Age Group,50-64 years,,,POINT (-92.44568007 31.31266064),C06,TCC01,Q30,22,AGE,5064,OVERALL,OVERALL
BRFSS~2019~2022~16~Q31~TCC02~AGE~OVERALL,2019,2022,ID,Idaho,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,30.4,30.4,,,25.2,36.2,Age Group,Overall,,,POINT (-114.36373 43.68263001),C06,TCC02,Q31,16,AGE,AGE_OVERALL,OVERALL,OVERALL
